"game_decision","points","field_goals","field_goal_attempts","field_goal_percentage","X3pointers","X3pointer_attempts","X3pointer_percentage","free_throws","free_throw_attempts","free_throw_percentage","offensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","personal_fouls","Home","Away","Neutral"
1,103,43,76,0.566,6,14,0.429,11,12,0.917,14,47,24,8,2,8,13,1,0,0
0,93,34,60,0.567,6,19,0.316,19,24,0.792,5,29,13,10,2,18,21,1,0,0
0,96,29,71,0.408,16,40,0.4,22,28,0.786,18,36,13,9,0,18,30,1,0,0
1,89,34,63,0.54,8,18,0.444,13,22,0.591,9,36,16,10,5,9,17,1,0,0
0,67,22,51,0.431,5,20,0.25,18,22,0.818,8,29,10,7,2,16,18,0,1,0
1,75,24,59,0.407,8,19,0.421,19,26,0.731,8,26,11,6,3,5,17,1,0,0
1,73,26,49,0.531,5,16,0.313,16,29,0.552,12,35,14,7,4,17,24,1,0,0
0,77,29,68,0.426,8,22,0.364,11,16,0.688,11,31,15,6,6,8,25,0,1,0
0,70,24,46,0.522,2,6,0.333,20,36,0.556,6,28,7,5,2,12,25,0,1,0
0,70,22,44,0.5,6,13,0.462,20,33,0.606,7,20,16,11,7,18,24,1,0,0
1,81,31,63,0.492,9,22,0.409,10,16,0.625,12,34,14,8,2,17,15,0,1,0
1,53,19,36,0.528,1,6,0.167,14,23,0.609,5,29,8,5,3,21,15,0,0,1
0,47,14,58,0.241,4,24,0.167,15,23,0.652,14,33,8,7,2,16,25,0,1,0
0,68,24,52,0.462,6,16,0.375,14,18,0.778,12,27,9,14,1,16,18,0,0,1
0,66,25,49,0.51,6,13,0.462,10,23,0.435,10,29,8,5,5,15,28,0,1,0
1,65,25,46,0.543,7,11,0.636,8,12,0.667,7,25,12,10,5,17,18,0,1,0
0,64,21,44,0.477,5,11,0.455,17,22,0.773,4,19,11,6,6,11,15,1,0,0
0,63,21,51,0.412,4,13,0.308,17,21,0.81,11,27,7,9,4,14,21,1,0,0
1,80,32,53,0.604,8,15,0.533,8,11,0.727,8,31,19,9,3,19,17,1,0,0
0,68,24,65,0.369,6,24,0.25,14,18,0.778,16,33,9,8,4,11,21,1,0,0
0,63,23,50,0.46,8,21,0.381,9,14,0.643,10,26,10,3,3,13,20,0,1,0
0,76,22,52,0.423,11,23,0.478,21,24,0.875,9,23,9,9,2,22,21,0,1,0
0,64,23,54,0.426,9,20,0.45,9,15,0.6,8,29,13,14,3,16,16,1,0,0
1,67,24,49,0.49,5,21,0.238,14,21,0.667,5,23,15,11,3,16,11,0,1,0
1,66,23,54,0.426,3,12,0.25,17,24,0.708,11,32,7,8,3,6,16,0,1,0
1,75,25,49,0.51,5,15,0.333,20,26,0.769,9,35,12,8,10,12,17,1,0,0
0,57,19,46,0.413,5,13,0.385,14,26,0.538,8,18,10,5,1,16,19,0,1,0
1,71,26,52,0.5,6,18,0.333,13,19,0.684,5,36,13,4,4,6,18,0,1,0
0,51,18,51,0.353,2,9,0.222,13,22,0.591,7,28,5,8,1,18,24,0,1,0
0,61,25,65,0.385,1,12,0.083,10,18,0.556,18,39,8,6,2,10,18,0,1,0
1,80,27,56,0.482,8,21,0.381,18,25,0.72,7,30,9,4,2,7,22,0,1,0
0,65,19,55,0.345,5,15,0.333,22,32,0.688,4,25,8,7,3,15,28,1,0,0
1,73,27,54,0.5,9,18,0.5,10,14,0.714,8,33,16,4,4,5,15,1,0,0
1,74,24,45,0.533,4,13,0.308,22,35,0.629,7,31,19,12,5,14,18,1,0,0
1,61,19,45,0.422,2,7,0.286,21,28,0.75,7,36,8,6,5,15,21,0,0,1
0,58,24,55,0.436,6,21,0.286,4,9,0.444,7,26,11,7,2,16,22,0,0,1
1,76,30,56,0.536,9,24,0.375,7,11,0.636,6,31,16,7,0,11,21,0,1,0
0,53,20,49,0.408,3,13,0.231,10,14,0.714,6,27,12,7,3,21,22,0,1,0
0,71,24,64,0.375,7,20,0.35,16,23,0.696,16,27,13,11,2,12,19,0,0,1
1,69,23,47,0.489,9,19,0.474,14,21,0.667,8,25,12,7,6,17,21,0,0,1
0,72,28,64,0.438,4,15,0.267,12,22,0.545,17,44,9,2,1,10,19,0,1,0
1,66,27,52,0.519,3,16,0.188,9,13,0.692,8,43,13,0,4,10,18,0,1,0
0,60,21,51,0.412,1,11,0.091,17,21,0.81,8,26,7,5,4,6,16,1,0,0
0,74,26,53,0.491,7,18,0.389,15,32,0.469,14,32,15,5,1,14,21,1,0,0
0,67,28,54,0.519,5,12,0.417,6,12,0.5,8,31,9,4,1,18,14,0,1,0
1,74,29,54,0.537,8,17,0.471,8,11,0.727,10,34,14,8,3,12,12,1,0,0
0,53,19,54,0.352,5,21,0.238,10,16,0.625,6,29,12,4,4,12,24,1,0,0
0,70,25,60,0.417,6,14,0.429,14,19,0.737,10,27,15,8,4,17,20,1,0,0
0,55,20,58,0.345,7,24,0.292,8,9,0.889,8,31,8,4,4,12,19,0,1,0
1,94,32,49,0.653,10,14,0.714,20,23,0.87,5,26,9,4,1,10,21,1,0,0
1,90,30,58,0.517,9,21,0.429,21,26,0.808,8,30,17,17,2,14,20,1,0,0
0,61,21,53,0.396,7,16,0.438,12,17,0.706,6,28,14,2,1,13,17,0,1,0
1,70,25,55,0.455,10,24,0.417,10,23,0.435,8,28,15,13,1,11,19,1,0,0
0,87,34,84,0.405,12,37,0.324,7,15,0.467,9,48,13,5,2,13,19,0,0,1
1,87,32,66,0.485,10,26,0.385,13,23,0.565,8,35,18,12,5,1,18,1,0,0
1,65,24,59,0.407,4,13,0.308,13,22,0.591,7,37,13,9,7,11,17,0,1,0
0,66,25,56,0.446,3,12,0.25,13,25,0.52,9,36,8,5,4,17,19,1,0,0
0,54,20,57,0.351,8,25,0.32,6,16,0.375,13,35,14,10,6,12,19,1,0,0
0,66,25,68,0.368,4,16,0.25,12,26,0.462,11,31,9,11,4,5,15,0,1,0
1,75,27,63,0.429,6,22,0.273,15,23,0.652,12,38,11,10,7,15,19,1,0,0
1,75,27,62,0.435,8,19,0.421,13,17,0.765,13,32,15,8,7,14,16,1,0,0
1,74,28,60,0.467,7,21,0.333,11,15,0.733,13,35,19,6,4,14,13,0,1,0
1,68,24,54,0.444,6,17,0.353,14,24,0.583,10,41,17,7,4,15,22,0,0,1
0,69,28,60,0.467,4,21,0.19,9,18,0.5,8,27,15,5,7,14,22,0,1,0
1,63,21,47,0.447,6,18,0.333,15,19,0.789,6,37,10,6,6,16,14,1,0,0
1,76,30,62,0.484,8,26,0.308,8,11,0.727,14,44,19,7,7,21,19,1,0,0
1,75,26,50,0.52,8,20,0.4,15,22,0.682,11,33,17,13,9,26,16,1,0,0
0,64,24,59,0.407,7,23,0.304,9,10,0.9,10,31,9,7,3,19,20,0,1,0
1,85,29,54,0.537,5,20,0.25,22,26,0.846,8,40,13,9,10,16,18,1,0,0
1,63,21,51,0.412,4,13,0.308,17,22,0.773,12,36,8,5,15,19,25,0,1,0
0,60,21,53,0.396,5,20,0.25,13,16,0.813,8,32,8,5,5,14,22,0,1,0
0,66,25,63,0.397,4,15,0.267,12,22,0.545,16,37,11,2,5,8,20,1,0,0
1,63,23,45,0.511,7,16,0.438,10,13,0.769,6,25,11,9,2,18,16,0,1,0
1,85,33,56,0.589,11,22,0.5,8,11,0.727,6,26,21,4,6,15,19,0,0,1
1,66,24,53,0.453,7,19,0.368,11,14,0.786,8,29,13,9,9,11,14,0,0,1
0,71,22,53,0.415,5,21,0.238,22,32,0.688,11,31,9,8,1,17,21,1,0,0
0,72,28,58,0.483,9,26,0.346,7,15,0.467,8,39,16,5,5,20,27,0,1,0
1,65,22,60,0.367,6,20,0.3,15,23,0.652,12,36,9,10,13,13,16,0,1,0
0,36,16,43,0.372,1,15,0.067,3,8,0.375,9,20,5,6,4,18,13,0,1,0
0,46,14,43,0.326,4,13,0.308,14,23,0.609,4,24,7,5,3,17,20,0,1,0
0,66,22,51,0.431,6,18,0.333,16,20,0.8,5,18,10,6,5,14,19,0,1,0
0,62,23,51,0.451,3,12,0.25,13,18,0.722,8,27,8,4,6,18,17,0,0,1
1,91,32,60,0.533,8,21,0.381,19,28,0.679,12,38,14,11,5,20,25,1,0,0
0,66,21,46,0.457,6,16,0.375,18,22,0.818,6,27,11,3,9,18,21,0,1,0
0,71,24,63,0.381,5,12,0.417,18,22,0.818,17,34,9,7,4,16,20,0,1,0
0,73,28,56,0.5,7,20,0.35,10,14,0.714,10,27,10,3,3,11,22,1,0,0
0,51,20,47,0.426,3,10,0.3,8,11,0.727,9,22,10,6,3,15,15,0,0,1
1,66,23,38,0.605,6,14,0.429,14,21,0.667,5,21,10,6,2,10,12,1,0,0
0,63,25,63,0.397,7,19,0.368,6,8,0.75,10,34,12,3,1,10,14,0,1,0
1,63,21,53,0.396,4,17,0.235,17,25,0.68,8,37,9,7,1,15,12,1,0,0
1,86,27,52,0.519,8,16,0.5,24,35,0.686,13,39,11,4,6,14,18,1,0,0
0,64,21,51,0.412,4,11,0.364,18,27,0.667,8,27,13,4,7,7,22,0,1,0
1,82,27,58,0.466,5,13,0.385,23,30,0.767,9,35,13,7,9,10,20,1,0,0
1,69,21,44,0.477,8,12,0.667,19,30,0.633,8,31,14,7,2,15,20,1,0,0
1,64,22,59,0.373,2,14,0.143,18,24,0.75,14,40,8,10,8,11,17,0,0,1
1,75,27,58,0.466,3,17,0.176,18,24,0.75,9,40,14,9,3,18,11,1,0,0
0,75,27,59,0.458,9,24,0.375,12,18,0.667,8,29,13,5,4,8,24,0,1,0
0,72,29,54,0.537,6,16,0.375,8,12,0.667,7,29,13,3,4,16,24,1,0,0
1,88,34,58,0.586,9,16,0.563,11,21,0.524,8,28,18,10,5,12,20,0,0,1
1,99,34,59,0.576,4,17,0.235,27,40,0.675,12,43,10,7,4,19,21,1,0,0
1,100,40,70,0.571,1,14,0.071,19,26,0.731,11,39,18,11,6,8,14,1,0,0
1,83,27,48,0.563,2,6,0.333,27,40,0.675,11,35,14,11,6,16,25,0,0,1
1,88,35,66,0.53,5,14,0.357,13,20,0.65,13,32,15,6,4,14,21,1,0,0
0,56,20,71,0.282,6,25,0.24,10,16,0.625,13,36,10,7,5,9,21,0,1,0
0,72,23,60,0.383,9,25,0.36,17,26,0.654,16,35,14,6,4,15,21,0,1,0
1,109,41,62,0.661,17,30,0.567,10,12,0.833,6,27,26,9,5,13,18,1,0,0
0,66,26,57,0.456,5,18,0.278,9,15,0.6,8,29,12,5,5,9,21,0,1,0
1,76,24,53,0.453,5,17,0.294,23,28,0.821,11,29,13,7,4,10,28,0,1,0
0,70,27,65,0.415,5,13,0.385,11,17,0.647,16,37,8,4,3,12,19,0,1,0
0,73,29,57,0.509,5,15,0.333,10,16,0.625,9,39,10,4,2,18,17,0,0,1
1,86,30,54,0.556,2,13,0.154,24,39,0.615,6,40,16,9,9,16,19,0,0,1
0,74,25,69,0.362,5,24,0.208,17,26,0.654,21,44,10,11,5,15,22,0,1,0
0,55,18,45,0.4,6,20,0.3,13,19,0.684,6,28,11,0,2,11,15,1,0,0
0,69,26,64,0.406,9,26,0.346,8,13,0.615,11,32,12,4,5,12,19,0,1,0
0,63,21,50,0.42,9,23,0.391,12,19,0.632,6,27,9,5,7,12,24,0,1,0
1,67,21,49,0.429,7,15,0.467,18,31,0.581,4,33,18,9,6,9,18,0,0,1
1,75,24,55,0.436,8,23,0.348,19,22,0.864,9,30,7,10,4,14,23,0,0,1
0,57,22,53,0.415,4,17,0.235,9,18,0.5,10,29,10,4,2,11,16,0,1,0
0,70,24,62,0.387,8,24,0.333,14,17,0.824,10,33,16,2,6,15,26,0,1,0
0,55,14,47,0.298,1,8,0.125,26,32,0.813,7,29,7,5,3,18,22,0,0,1
0,57,19,57,0.333,6,20,0.3,13,20,0.65,10,37,8,1,1,13,17,0,1,0
0,60,23,53,0.434,5,16,0.313,9,17,0.529,11,31,10,2,7,15,15,1,0,0
0,72,28,63,0.444,10,22,0.455,6,10,0.6,13,36,16,1,3,10,24,0,1,0
1,54,21,66,0.318,3,19,0.158,9,16,0.563,19,46,12,5,2,12,15,1,0,0
1,81,26,64,0.406,2,15,0.133,27,38,0.711,18,48,13,4,7,12,18,1,0,0
0,76,28,67,0.418,6,15,0.4,14,20,0.7,14,45,14,4,5,17,26,0,1,0
0,51,16,55,0.291,5,20,0.25,14,23,0.609,10,25,9,3,3,15,18,0,1,0
1,63,22,47,0.468,5,14,0.357,14,20,0.7,13,37,14,5,6,19,14,1,0,0
0,67,26,72,0.361,6,24,0.25,9,15,0.6,23,46,13,4,4,16,21,0,1,0
0,58,25,79,0.316,4,23,0.174,4,10,0.4,15,34,11,8,10,6,18,0,1,0
1,70,22,52,0.423,8,19,0.421,18,25,0.72,8,29,15,5,2,12,19,0,0,1
0,71,28,55,0.509,8,18,0.444,7,11,0.636,5,23,16,3,2,7,16,0,0,1
0,47,19,66,0.288,3,20,0.15,6,10,0.6,22,49,9,4,4,19,26,0,1,0
1,63,22,55,0.4,2,10,0.2,17,19,0.895,10,36,9,6,5,13,16,0,0,1
0,68,26,67,0.388,7,25,0.28,9,12,0.75,15,34,15,7,3,22,21,0,1,0
1,66,22,60,0.367,3,18,0.167,19,33,0.576,18,43,11,6,3,10,19,1,0,0
0,62,21,53,0.396,6,17,0.353,14,20,0.7,8,33,11,5,3,10,15,1,0,0
0,66,21,51,0.412,7,17,0.412,17,21,0.81,6,25,11,6,5,11,27,0,1,0
1,79,23,58,0.397,7,18,0.389,26,37,0.703,11,37,11,5,4,8,21,0,1,0
1,79,31,62,0.5,8,26,0.308,9,11,0.818,16,38,19,9,5,8,11,1,0,0
1,83,27,60,0.45,8,23,0.348,21,23,0.913,12,31,18,7,2,6,10,1,0,0
0,86,33,69,0.478,7,17,0.412,13,20,0.65,14,33,14,7,3,11,22,1,0,0
1,70,23,65,0.354,3,20,0.15,21,32,0.656,22,47,7,3,4,6,16,0,0,1
0,54,17,58,0.293,8,27,0.296,12,19,0.632,12,34,9,8,6,16,23,0,1,0
1,68,23,52,0.442,6,15,0.4,16,27,0.593,11,35,11,10,6,13,17,1,0,0
0,71,24,53,0.453,4,17,0.235,19,20,0.95,12,41,7,3,5,17,20,0,1,0
1,71,23,48,0.479,5,19,0.263,20,27,0.741,3,23,13,9,3,10,16,0,0,1
1,89,30,66,0.455,7,18,0.389,22,33,0.667,10,34,16,10,5,13,20,1,0,0
0,50,20,54,0.37,5,25,0.2,5,8,0.625,7,24,13,6,2,14,17,1,0,0
0,60,21,54,0.389,8,29,0.276,10,18,0.556,5,25,15,6,2,14,15,1,0,0
0,72,27,58,0.466,9,26,0.346,9,14,0.643,10,28,20,10,3,13,17,1,0,0
0,68,24,56,0.429,5,23,0.217,15,21,0.714,7,30,16,8,6,16,25,0,1,0
0,52,18,54,0.333,5,19,0.263,11,17,0.647,13,30,11,10,0,9,16,0,1,0
0,72,26,67,0.388,8,18,0.444,12,18,0.667,5,31,19,8,6,3,21,1,0,0
1,86,29,68,0.426,12,34,0.353,16,20,0.8,9,35,16,8,5,12,26,0,1,0
1,53,16,43,0.372,3,15,0.2,18,25,0.72,8,37,5,7,5,13,17,0,1,0
0,66,26,52,0.5,11,28,0.393,3,5,0.6,5,21,18,11,1,17,20,1,0,0
0,71,25,63,0.397,9,26,0.346,12,17,0.706,3,19,12,7,3,5,21,0,0,1
0,63,22,56,0.393,11,29,0.379,8,10,0.8,2,20,11,8,5,13,18,0,1,0
1,82,29,52,0.558,12,25,0.48,12,14,0.857,3,29,26,5,5,9,12,1,0,0
1,80,25,42,0.595,8,18,0.444,22,26,0.846,4,34,16,5,4,12,16,0,1,0
0,63,19,49,0.388,6,21,0.286,19,30,0.633,7,28,9,5,12,19,23,0,1,0
1,63,22,50,0.44,8,24,0.333,11,18,0.611,10,33,12,7,2,15,17,0,1,0
0,39,12,44,0.273,4,21,0.19,11,23,0.478,14,33,9,5,4,10,14,1,0,0
0,61,24,51,0.471,3,15,0.2,10,20,0.5,9,29,11,2,4,14,11,0,1,0
0,66,29,58,0.5,4,12,0.333,4,10,0.4,9,27,18,8,2,8,13,0,1,0
0,80,29,69,0.42,7,21,0.333,15,21,0.714,18,42,12,6,1,16,27,0,0,1
1,55,17,42,0.405,5,12,0.417,16,21,0.762,7,26,10,12,3,19,16,1,0,0
0,59,21,51,0.412,8,17,0.471,9,15,0.6,8,23,10,6,3,17,30,0,1,0
0,65,24,60,0.4,5,18,0.278,12,19,0.632,8,32,5,4,2,12,22,0,1,0
1,85,27,56,0.482,6,18,0.333,25,32,0.781,11,40,11,7,3,5,8,1,0,0
0,68,27,78,0.346,11,23,0.478,3,7,0.429,20,32,19,11,3,10,19,1,0,0
0,61,21,57,0.368,6,21,0.286,13,18,0.722,11,30,10,7,1,11,24,0,1,0
0,58,22,53,0.415,2,9,0.222,12,15,0.8,11,25,5,3,2,6,16,0,1,0
0,76,25,71,0.352,5,19,0.263,21,28,0.75,13,44,16,9,2,12,29,1,0,0
0,70,24,59,0.407,8,22,0.364,14,22,0.636,12,31,13,4,4,12,22,1,0,0
0,78,30,65,0.462,7,21,0.333,11,23,0.478,9,31,14,11,7,12,20,1,0,0
1,66,18,41,0.439,7,16,0.438,23,30,0.767,4,21,9,9,4,16,19,1,0,0
1,89,30,55,0.545,11,20,0.55,18,31,0.581,11,36,16,13,6,12,19,1,0,0
0,61,20,54,0.37,9,21,0.429,12,21,0.571,9,33,7,5,6,11,25,1,0,0
1,63,20,50,0.4,5,20,0.25,18,22,0.818,7,39,8,4,4,11,16,1,0,0
1,92,33,62,0.532,4,20,0.2,22,27,0.815,9,49,11,8,8,17,16,1,0,0
0,74,25,53,0.472,12,26,0.462,12,22,0.545,5,24,14,6,2,10,20,1,0,0
0,77,27,53,0.509,8,18,0.444,15,20,0.75,5,24,12,5,3,11,20,0,1,0
1,79,29,66,0.439,11,23,0.478,10,10,1,6,30,17,4,4,3,15,0,1,0
0,68,18,60,0.3,7,23,0.304,25,35,0.714,14,33,8,7,9,9,27,0,1,0
0,52,19,48,0.396,5,17,0.294,9,14,0.643,6,29,4,6,6,13,24,0,0,1
0,52,16,49,0.327,5,24,0.208,15,16,0.938,3,23,7,4,1,8,21,0,0,1
0,57,18,50,0.36,5,15,0.333,16,23,0.696,1,28,5,5,3,11,17,1,0,0
1,72,24,56,0.429,3,11,0.273,21,32,0.656,11,40,11,10,4,13,20,1,0,0
1,63,20,42,0.476,7,20,0.35,16,24,0.667,5,28,12,6,7,13,20,1,0,0
1,70,22,44,0.5,9,21,0.429,17,21,0.81,6,25,11,9,1,10,17,1,0,0
1,64,23,57,0.404,6,15,0.4,12,18,0.667,7,27,6,8,4,4,17,0,1,0
1,59,22,42,0.524,3,10,0.3,12,21,0.571,2,28,14,7,2,12,17,1,0,0
1,80,27,61,0.443,10,24,0.417,16,22,0.727,17,50,15,5,6,11,18,1,0,0
0,72,31,66,0.47,5,10,0.5,5,9,0.556,12,29,14,7,3,12,25,0,1,0
1,89,35,70,0.5,7,21,0.333,12,24,0.5,21,49,24,15,5,10,16,1,0,0
1,69,25,57,0.439,2,10,0.2,17,26,0.654,8,27,9,10,2,12,29,0,1,0
0,67,28,72,0.389,4,15,0.267,7,10,0.7,12,35,16,8,7,9,27,0,1,0
1,56,20,58,0.345,9,25,0.36,7,11,0.636,7,34,13,12,4,12,16,0,1,0
1,71,23,55,0.418,5,18,0.278,20,26,0.769,10,36,10,3,4,7,20,1,0,0
1,95,36,73,0.493,5,16,0.313,18,24,0.75,13,38,17,6,5,7,19,0,0,1
1,73,30,51,0.588,10,19,0.526,3,7,0.429,5,33,16,4,3,14,17,1,0,0
1,70,23,58,0.397,7,20,0.35,17,33,0.515,13,33,13,9,2,12,22,0,1,0
0,100,32,90,0.356,10,31,0.323,26,37,0.703,13,49,7,8,2,10,35,0,1,0
0,72,27,58,0.466,6,22,0.273,12,16,0.75,6,25,13,6,1,14,24,0,0,1
0,59,21,50,0.42,7,15,0.467,10,19,0.526,6,27,16,10,4,16,25,0,1,0
1,96,36,68,0.529,12,24,0.5,12,21,0.571,16,35,23,12,2,8,22,1,0,0
1,78,28,51,0.549,10,23,0.435,12,16,0.75,8,30,17,9,1,15,10,1,0,0
0,61,18,50,0.36,9,21,0.429,16,23,0.696,6,29,10,9,5,13,17,1,0,0
1,82,27,63,0.429,9,22,0.409,19,30,0.633,9,38,12,7,3,13,20,0,1,0
0,92,32,55,0.582,11,25,0.44,17,22,0.773,4,25,17,4,3,10,27,0,1,0
1,77,28,63,0.444,11,29,0.379,10,14,0.714,8,32,12,6,2,9,11,0,1,0
0,68,26,58,0.448,8,22,0.364,8,14,0.571,5,30,11,4,1,14,21,1,0,0
1,54,19,56,0.339,3,14,0.214,13,17,0.765,7,35,8,5,1,13,20,0,1,0
0,49,18,48,0.375,9,20,0.45,4,5,0.8,5,18,8,6,0,12,15,0,1,0
0,70,20,43,0.465,3,10,0.3,27,34,0.794,3,20,8,3,4,14,28,0,1,0
0,41,15,56,0.268,2,21,0.095,9,17,0.529,9,33,4,2,2,12,21,0,1,0
1,81,29,60,0.483,12,22,0.545,11,13,0.846,10,34,21,6,4,8,17,1,0,0
1,62,23,60,0.383,6,12,0.5,10,15,0.667,10,28,10,3,7,12,20,0,1,0
1,93,23,51,0.451,10,19,0.526,37,47,0.787,4,31,14,8,4,15,23,1,0,0
0,49,19,55,0.345,6,29,0.207,5,8,0.625,9,32,12,5,1,13,23,0,1,0
0,52,19,44,0.432,4,18,0.222,10,16,0.625,7,28,3,5,1,14,15,0,1,0
0,47,16,52,0.308,1,17,0.059,14,20,0.7,13,30,7,3,4,14,16,1,0,0
0,65,21,58,0.362,2,16,0.125,21,28,0.75,16,38,8,7,6,19,16,1,0,0
0,73,25,52,0.481,6,17,0.353,17,22,0.773,8,28,13,3,4,13,18,1,0,0
1,81,27,42,0.643,12,18,0.667,15,22,0.682,5,22,19,7,2,17,19,1,0,0
0,49,19,51,0.373,4,21,0.19,7,11,0.636,3,29,10,4,8,20,11,0,1,0
0,93,33,69,0.478,8,25,0.32,19,35,0.543,14,37,16,10,2,11,33,1,0,0
0,60,23,56,0.411,6,14,0.429,8,12,0.667,8,24,12,1,0,11,13,0,1,0
0,63,25,57,0.439,3,14,0.214,10,14,0.714,10,35,11,4,4,13,20,1,0,0
0,81,31,56,0.554,7,19,0.368,12,19,0.632,9,31,9,11,3,18,21,0,1,0
1,76,27,57,0.474,10,20,0.5,12,21,0.571,9,30,15,1,0,10,16,0,1,0
0,52,18,44,0.409,6,12,0.5,10,25,0.4,6,26,9,4,2,16,16,1,0,0
0,68,23,50,0.46,5,18,0.278,17,28,0.607,5,29,13,5,5,11,23,1,0,0
1,76,25,53,0.472,7,22,0.318,19,25,0.76,11,35,14,3,9,8,13,1,0,0
1,84,29,53,0.547,7,21,0.333,19,29,0.655,9,38,21,4,2,11,22,1,0,0
0,76,28,59,0.475,12,26,0.462,8,11,0.727,7,27,16,10,6,18,22,0,1,0
1,72,26,54,0.481,7,25,0.28,13,18,0.722,10,36,18,10,0,8,10,1,0,0
0,64,24,48,0.5,9,22,0.409,7,8,0.875,5,15,11,7,1,7,13,0,1,0
0,49,14,43,0.326,6,19,0.316,15,28,0.536,8,27,6,2,2,13,15,0,1,0
0,49,17,46,0.37,3,19,0.158,12,20,0.6,6,25,4,2,5,12,10,0,1,0
1,53,13,46,0.283,3,18,0.167,24,42,0.571,16,44,10,10,3,15,17,1,0,0
1,63,18,52,0.346,3,14,0.214,24,39,0.615,20,45,6,7,2,14,19,1,0,0
0,68,22,56,0.393,9,29,0.31,15,19,0.789,11,34,10,13,1,21,23,0,1,0
1,69,24,47,0.511,6,17,0.353,15,25,0.6,13,40,10,6,1,17,12,0,0,1
0,66,20,58,0.345,11,27,0.407,15,21,0.714,12,33,13,8,1,12,22,0,1,0
1,70,25,50,0.5,6,19,0.316,14,20,0.7,7,29,13,9,8,15,20,1,0,0
0,65,24,53,0.453,11,27,0.407,6,12,0.5,8,27,13,3,4,15,17,0,1,0
1,63,22,49,0.449,4,15,0.267,15,26,0.577,9,27,3,4,6,10,16,1,0,0
1,62,18,38,0.474,4,18,0.222,22,31,0.71,6,33,10,6,3,18,20,1,0,0
1,85,26,55,0.473,9,27,0.333,24,31,0.774,10,30,16,5,10,4,14,1,0,0
0,75,25,52,0.481,5,22,0.227,20,26,0.769,10,33,9,7,1,21,21,0,1,0
0,62,19,49,0.388,7,23,0.304,17,23,0.739,5,23,7,9,4,11,19,0,1,0
0,72,25,58,0.431,10,30,0.333,12,24,0.5,13,34,9,7,4,12,18,1,0,0
1,61,22,50,0.44,7,22,0.318,10,13,0.769,3,29,8,7,1,15,13,0,1,0
1,68,23,57,0.404,7,22,0.318,15,24,0.625,7,24,17,10,3,7,19,0,1,0
1,83,31,58,0.534,3,13,0.231,18,24,0.75,10,40,13,9,12,17,14,1,0,0
1,75,25,53,0.472,7,26,0.269,18,28,0.643,6,35,15,13,2,17,19,1,0,0
1,99,33,59,0.559,13,24,0.542,20,24,0.833,9,38,22,4,3,16,14,0,1,0
1,90,32,56,0.571,13,24,0.542,13,17,0.765,5,22,25,9,2,13,14,1,0,0
0,81,27,55,0.491,12,27,0.444,15,19,0.789,8,25,10,3,3,15,27,0,1,0
1,76,25,65,0.385,11,36,0.306,15,19,0.789,12,35,12,7,3,11,13,1,0,0
0,67,25,50,0.5,8,24,0.333,9,15,0.6,2,17,14,7,1,9,15,1,0,0
1,75,28,59,0.475,10,30,0.333,9,14,0.643,9,31,10,7,2,11,22,1,0,0
1,78,31,57,0.544,11,27,0.407,5,8,0.625,6,34,14,9,6,13,12,0,1,0
1,97,33,59,0.559,8,21,0.381,23,28,0.821,7,31,16,9,1,8,18,0,0,1
1,78,29,71,0.408,11,34,0.324,9,12,0.75,17,48,18,5,6,9,14,1,0,0
0,58,22,56,0.393,8,24,0.333,6,10,0.6,6,21,12,8,3,13,14,0,1,0
0,55,19,53,0.358,7,25,0.28,10,11,0.909,9,24,11,10,0,12,24,0,1,0
1,78,22,47,0.468,7,18,0.389,27,37,0.73,6,31,13,8,3,17,19,0,0,1
1,71,27,55,0.491,7,20,0.35,10,16,0.625,9,33,16,8,4,15,15,1,0,0
0,66,26,48,0.542,8,16,0.5,6,14,0.429,3,24,14,2,1,12,23,0,1,0
0,66,22,53,0.415,7,19,0.368,15,19,0.789,8,26,7,8,0,11,23,0,0,1
1,77,28,57,0.491,5,19,0.263,16,21,0.762,11,38,19,17,7,17,19,1,0,0
1,77,29,63,0.46,6,19,0.316,13,21,0.619,9,37,20,13,5,11,15,1,0,0
0,62,24,59,0.407,4,19,0.211,10,15,0.667,11,34,17,8,2,22,19,1,0,0
0,64,24,59,0.407,3,16,0.188,13,19,0.684,12,31,8,6,2,13,26,0,1,0
0,63,19,56,0.339,6,18,0.333,19,28,0.679,7,23,10,10,2,14,22,0,1,0
1,106,43,61,0.705,5,13,0.385,15,27,0.556,16,48,32,9,3,12,11,1,0,0
0,66,27,50,0.54,5,15,0.333,7,12,0.583,5,21,13,5,2,12,21,0,1,0
1,80,26,57,0.456,4,13,0.308,24,31,0.774,13,33,17,9,6,8,16,1,0,0
1,78,28,56,0.5,5,9,0.556,17,24,0.708,8,22,14,6,5,9,9,0,1,0
0,71,25,67,0.373,9,21,0.429,12,16,0.75,10,29,16,6,7,10,20,0,1,0
1,78,31,57,0.544,7,17,0.412,9,20,0.45,10,33,20,11,3,13,17,1,0,0
1,82,29,63,0.46,4,18,0.222,20,26,0.769,16,45,20,6,3,18,24,1,0,0
1,74,27,58,0.466,5,16,0.313,15,33,0.455,13,40,22,8,7,13,14,1,0,0
1,91,34,65,0.523,8,14,0.571,15,23,0.652,13,43,22,9,9,13,9,1,0,0
1,82,28,56,0.5,11,24,0.458,15,18,0.833,6,30,13,7,1,8,16,0,1,0
